regime,target,month,log_M_median,log_M_p10,log_M_p90,log_E_median
random_walk,level,50,88.060557,22.241838,116.944524,0.693575
random_walk,level,51,91.317059,24.490491,123.016707,2.294665
random_walk,level,52,93.379575,20.500446,125.802067,2.358913
random_walk,level,53,96.280509,23.326659,130.961979,2.943615
random_walk,level,54,96.971709,22.094080,135.789625,3.313511
random_walk,level,55,98.753276,25.787146,140.917028,4.749907
random_walk,level,56,100.266514,23.658329,144.317912,2.751067
random_walk,level,57,99.770091,23.659934,149.788398,2.279178
random_walk,level,58,102.483653,24.307224,154.893030,5.140375
random_walk,level,59,102.985371,24.029885,159.656801,1.967466
random_walk,level,60,104.768177,19.930510,163.055246,1.782806
random_walk,level,61,107.078779,20.037231,167.236131,3.798248
random_walk,level,62,109.332858,18.510177,170.393233,3.098820
random_walk,level,63,110.875975,16.488013,173.932990,2.393188
random_walk,level,64,116.876503,16.147931,179.517110,3.173431
random_walk,level,65,121.174682,14.356210,186.125275,3.027906
random_walk,level,66,124.413935,13.171307,192.845718,2.452091
random_walk,level,67,129.800103,12.482992,199.684684,4.784911
random_walk,level,68,134.472476,12.916280,206.141239,3.081241
random_walk,level,69,138.788681,8.465523,212.762879,1.583638
random_walk,level,70,142.573588,3.890071,219.265990,3.430732
random_walk,level,71,144.139467,-1.044055,225.532816,3.615485
random_walk,y,25,2.898366,-0.869104,6.000132,2.898366
random_walk,y,26,5.634439,-1.470487,12.084300,3.855404
random_walk,y,27,8.323869,-2.060108,18.991371,3.264261
random_walk,y,28,10.693646,-3.373036,24.877359,3.978285
random_walk,y,29,14.298238,-0.714892,31.775738,3.062742
random_walk,y,30,15.354117,2.429397,38.683656,3.574809
random_walk,y,31,15.261654,3.145458,45.363879,2.511543
random_walk,y,32,15.552595,-0.308378,50.486659,1.277453
random_walk,y,33,18.433959,-1.248459,55.394434,3.108131
random_walk,y,34,23.917051,-3.674904,60.088762,1.932310
random_walk,y,35,26.739383,-5.942899,60.491834,1.968751
random_walk,y,36,30.315600,-6.579203,65.235768,3.608224
random_walk,y,37,31.934772,-5.098838,72.104943,4.022165
random_walk,y,38,34.875139,-5.169052,78.941862,4.752061
random_walk,y,39,36.837073,-3.288739,85.480794,3.641113
random_walk,y,40,42.084305,-0.104266,90.938222,3.832950
random_walk,y,41,41.543229,3.843210,94.651926,3.472326
random_walk,y,42,42.081932,8.785843,100.353894,4.696591
random_walk,y,43,43.197694,10.901648,106.905169,2.634092
random_walk,y,44,43.306275,15.014214,112.918948,2.788479
random_walk,y,45,43.657433,20.615124,118.863649,2.972462
random_walk,y,46,45.512851,18.619837,125.181078,2.672634
random_walk,y,47,46.063318,18.211380,130.341089,2.595263
random_walk,y,48,49.948818,16.381489,135.447733,4.087822
random_walk,y,49,49.596678,15.010710,139.699209,1.691152
random_walk,y,50,49.279391,17.041665,144.836180,4.624713
random_walk,y,51,49.822438,16.317412,151.355097,5.130333
random_walk,y,52,54.777268,20.103969,157.836079,5.428285
random_walk,y,53,59.508565,24.747889,164.482785,4.778735
random_walk,y,54,63.990941,28.667002,168.560777,4.291799
random_walk,y,55,67.998544,33.373036,174.086630,4.298372
random_walk,y,56,71.486039,37.083809,179.201237,4.619742
random_walk,y,57,74.525156,35.243241,185.030426,4.942478
random_walk,y,58,76.855318,32.850629,191.862125,4.468036
random_walk,y,59,78.406901,31.650211,198.437684,4.141906
random_walk,y,60,79.306885,32.664087,204.720899,3.095182
random_walk,y,61,82.493111,34.224949,210.564399,4.193138
random_walk,y,62,86.829972,36.613852,217.169106,3.403440
random_walk,y,63,90.562464,37.855686,223.872451,3.692643
random_walk,y,64,93.208814,38.873215,230.676548,2.646350
random_walk,y,65,95.883777,39.815275,237.279094,2.976437
random_walk,y,66,97.259896,41.739223,243.991367,2.334412
random_walk,y,67,101.236547,45.441004,250.725650,4.026714
random_walk,y,68,103.496561,48.797594,257.060734,3.498412
random_walk,y,69,105.464526,50.101362,263.764324,1.967965
random_walk,y,70,108.972717,53.049419,270.526111,4.370242
random_walk,y,71,112.021809,55.081712,277.180763,3.668111
random_walk,self,25,-1.338808,-5.031908,0.418868,-1.338808
random_walk,self,26,-1.843969,-5.147574,0.431246,-0.367856
random_walk,self,27,-4.075949,-6.131404,-0.241669,-0.455587
random_walk,self,28,-6.449763,-8.733967,-1.699246,-1.394864
random_walk,self,29,-6.618062,-10.090131,-3.038492,-1.270276
random_walk,self,30,-8.154755,-11.580548,-3.740215,-0.870264
random_walk,self,31,-9.157646,-12.730624,-4.626879,-0.911170
random_walk,self,32,-10.678700,-14.054490,-5.243160,-1.285634
random_walk,self,33,-10.531330,-16.712298,-7.926013,-1.316500
random_walk,self,34,-12.798241,-17.896729,-8.646521,-1.088039
random_walk,self,35,-12.275284,-18.795064,-9.412710,0.009082
random_walk,self,36,-12.371224,-16.834447,-8.193086,0.595493
random_walk,self,37,-13.593796,-19.923682,-7.931424,-1.326406
random_walk,self,38,-13.923375,-21.321245,-8.128467,-0.801151
random_walk,self,39,-15.035358,-24.641973,-9.050042,-1.031151
random_walk,self,40,-15.360014,-25.186681,-7.984606,-0.378847
random_walk,self,41,-16.007094,-27.520508,-10.715478,-1.464171
random_walk,self,42,-23.105248,-36.999350,-11.655153,-0.705958
random_walk,self,43,-22.453883,-38.280817,-12.935348,-1.077435
random_walk,self,44,-24.063590,-37.878469,-14.503225,-1.124324
random_walk,self,45,-25.570254,-39.290952,-15.688833,-1.377220
random_walk,self,46,-26.370842,-41.673161,-16.371024,-1.284817
random_walk,self,47,-27.317013,-44.636567,-17.289148,-0.956303
random_walk,self,48,-28.919875,-45.447580,-18.608057,-0.980019
random_walk,self,49,-29.902308,-48.598315,-18.487096,-0.982433
random_walk,self,50,-30.145957,-50.392148,-19.882089,-0.891907
random_walk,self,51,-30.544347,-50.467890,-19.365424,-0.496784
random_walk,self,52,-32.521309,-51.859429,-20.457283,-0.971798
random_walk,self,53,-34.313519,-51.775514,-24.913694,-2.280887
random_walk,self,54,-35.708494,-53.607306,-26.118397,-1.587874
random_walk,self,55,-35.671059,-58.687791,-26.733601,-0.622339
random_walk,self,56,-35.311896,-58.028268,-28.564678,-0.286864
random_walk,self,57,-36.056508,-58.418277,-28.178973,-0.216673
random_walk,self,58,-39.882552,-59.737740,-28.850322,-1.136332
random_walk,self,59,-40.420861,-60.692974,-28.578128,-0.538309
random_walk,self,60,-41.464963,-61.414202,-33.258225,-1.071194
random_walk,self,61,-41.543482,-62.058029,-34.005403,-0.404981
random_walk,self,62,-42.980285,-61.965869,-34.419900,-0.762712
random_walk,self,63,-42.094875,-63.152881,-34.893947,-0.526634
random_walk,self,64,-44.742004,-66.349495,-35.686395,-1.697341
random_walk,self,65,-45.304906,-65.869468,-36.637765,-0.386754
random_walk,self,66,-48.262393,-69.543390,-39.612110,-2.913778
random_walk,self,67,-48.796449,-69.476825,-39.748603,-0.086766
random_walk,self,68,-48.002084,-68.918454,-42.118560,-0.252254
random_walk,self,69,-49.376311,-68.789501,-41.580648,-0.690478
random_walk,self,70,-52.667479,-70.496559,-42.347584,-0.128259
random_walk,self,71,-53.671737,-71.493716,-46.492184,-1.881040
drift_subset,level,25,3.366983,-2.301651,6.903676,3.366983
drift_subset,level,26,7.658801,-3.059780,13.615263,5.663072
drift_subset,level,27,11.021831,-6.632057,20.458293,3.217461
drift_subset,level,28,15.391946,-9.821239,27.311967,4.449073
drift_subset,level,29,19.824584,-9.015343,34.220153,2.629108
drift_subset,level,30,26.213937,-5.044020,39.873518,5.371008
drift_subset,level,31,30.769780,-4.592403,46.175753,2.647634
drift_subset,level,32,34.355298,-9.157750,50.753924,3.160501
drift_subset,level,33,36.375211,-7.120345,50.744510,3.747105
drift_subset,level,34,37.520778,-6.649255,55.091465,2.346141
drift_subset,level,35,36.241390,-4.986122,61.782954,1.596042
drift_subset,level,36,36.987573,0.081158,68.106641,1.568151
drift_subset,level,37,41.012844,2.233543,75.008293,4.557450
drift_subset,level,38,44.614550,-2.308923,81.909551,5.872247
drift_subset,level,39,48.890196,-4.098423,88.769582,5.971618
drift_subset,level,40,55.236735,-7.772873,95.678327,6.753003
drift_subset,level,41,61.999728,-1.880369,102.587079,6.887605
drift_subset,level,42,67.779226,3.881566,109.495537,6.803613
drift_subset,level,43,74.618803,9.451151,116.372505,6.681435
drift_subset,level,44,78.892327,15.414254,123.280935,6.809567
drift_subset,level,45,83.764941,21.617742,130.189622,6.905835
drift_subset,level,46,89.287604,28.338608,136.953972,6.881775
drift_subset,level,47,95.950550,35.245345,143.862550,6.899706
drift_subset,level,48,101.912201,42.146207,150.771301,6.908378
drift_subset,level,49,107.448694,49.053993,157.680033,6.908361
drift_subset,level,50,114.357286,55.962253,164.588785,6.908311
drift_subset,level,51,121.263258,62.870995,171.497529,6.908674
drift_subset,level,52,128.172001,69.779748,178.406284,6.908746
drift_subset,level,53,135.080553,76.688503,185.315039,6.908755
drift_subset,level,54,141.989307,83.597257,192.223794,6.908754
drift_subset,level,55,148.898062,90.506011,199.132548,6.908755
drift_subset,level,56,155.806817,97.414766,206.041303,6.908755
drift_subset,level,57,162.715571,104.323521,212.950058,6.908755
drift_subset,level,58,169.624325,111.232276,219.858813,6.908755
drift_subset,level,59,176.533080,118.141031,226.767567,6.908755
drift_subset,level,60,183.441831,125.049785,233.676322,6.908755
drift_subset,level,61,190.350586,131.958540,240.585077,6.908755
drift_subset,level,62,197.259341,138.867295,247.493832,6.908755
drift_subset,level,63,204.168096,145.776050,254.402587,6.908755
drift_subset,level,64,211.076850,152.684804,261.311341,6.908755
drift_subset,level,65,217.985605,159.593559,268.220096,6.908755
drift_subset,level,66,224.894360,166.502314,275.128851,6.908755
drift_subset,level,67,231.803115,173.411069,282.037606,6.908755
drift_subset,level,68,238.711869,180.319824,288.946361,6.908755
drift_subset,level,69,245.620624,187.228578,295.855115,6.908755
drift_subset,level,70,252.529379,194.137333,302.763870,6.908755
drift_subset,level,71,259.438134,201.046088,309.672625,6.908755
drift_subset,y,25,2.898366,-0.869104,6.000132,2.898366
drift_subset,y,26,5.634439,-1.470487,12.084300,3.855404
drift_subset,y,27,8.323869,-2.060108,18.991371,3.264261
drift_subset,y,28,10.693646,-3.373036,24.877359,3.978285
drift_subset,y,29,14.298238,-0.714892,31.775738,3.062742
drift_subset,y,30,15.354117,2.429397,38.683656,3.574809
drift_subset,y,31,15.261654,3.145458,45.363879,2.511543
drift_subset,y,32,15.552595,-0.308378,50.486659,1.277453
drift_subset,y,33,18.433959,-1.248459,55.394434,3.108131
drift_subset,y,34,23.917051,-3.674904,60.088762,1.932310
drift_subset,y,35,26.739383,-5.942899,60.491834,1.968751
drift_subset,y,36,30.248395,-6.557256,65.347095,4.013942
drift_subset,y,37,32.036211,-5.989200,71.662830,2.130331
drift_subset,y,38,33.382282,-5.411970,77.950478,3.221624
drift_subset,y,39,34.981057,-3.155657,79.719465,3.637182
drift_subset,y,40,38.315658,0.279256,86.536018,3.972314
drift_subset,y,41,40.435770,3.133986,92.996528,3.682407
drift_subset,y,42,45.684106,5.896599,99.085910,5.248336
drift_subset,y,43,50.821679,6.962368,105.988082,5.187412
drift_subset,y,44,55.950001,8.028553,112.877223,5.644459
drift_subset,y,45,61.712561,13.878354,119.359476,6.278770
drift_subset,y,46,67.607323,20.092618,126.249826,6.658102
drift_subset,y,47,73.415424,26.170228,132.671108,6.438505
drift_subset,y,48,80.322538,32.711772,139.417943,6.861766
drift_subset,y,49,87.226417,39.347433,145.732439,6.892055
drift_subset,y,50,93.932034,45.819611,152.630469,6.900622
drift_subset,y,51,100.780061,51.106640,159.535822,6.906260
drift_subset,y,52,107.684427,57.868356,166.441452,6.908728
drift_subset,y,53,114.593127,64.776971,173.348389,6.908749
drift_subset,y,54,121.501882,71.651076,180.256954,6.908752
drift_subset,y,55,128.410636,78.559782,187.164372,6.908754
drift_subset,y,56,135.319390,85.359145,194.072929,6.908755
drift_subset,y,57,142.228145,92.267899,200.976440,6.908755
drift_subset,y,58,149.136900,99.176653,207.885189,6.908755
drift_subset,y,59,156.045655,106.085375,214.793941,6.908755
drift_subset,y,60,162.954409,112.994129,221.702673,6.908755
drift_subset,y,61,169.863164,119.902884,228.611427,6.908755
drift_subset,y,62,176.771919,126.811639,235.519932,6.908755
drift_subset,y,63,183.680674,133.720394,242.428669,6.908755
drift_subset,y,64,190.589428,140.629148,249.337423,6.908755
drift_subset,y,65,197.498183,147.537903,256.246153,6.908755
drift_subset,y,66,204.406938,154.446658,263.154908,6.908755
drift_subset,y,67,211.315693,161.355413,270.063634,6.908755
drift_subset,y,68,218.224448,168.264168,276.889263,6.908755
drift_subset,y,69,225.133202,175.172922,283.798017,6.908755
drift_subset,y,70,232.041957,182.081671,290.706769,6.908755
drift_subset,y,71,238.950712,188.990426,297.614882,6.908755
drift_subset,self,25,-1.338808,-5.031908,0.418868,-1.338808
drift_subset,self,26,-1.843969,-5.147574,0.431246,-0.367856
drift_subset,self,27,-4.075949,-6.131404,-0.241669,-0.455587
drift_subset,self,28,-6.449763,-8.733967,-1.699246,-1.394864
drift_subset,self,29,-6.618062,-10.090131,-3.038492,-1.270276
drift_subset,self,30,-8.154755,-11.580548,-3.740215,-0.870264
drift_subset,self,31,-9.157646,-12.730624,-4.626879,-0.911170
drift_subset,self,32,-10.678700,-14.054490,-5.243160,-1.285634
drift_subset,self,33,-10.531330,-16.712298,-7.926013,-1.316500
drift_subset,self,34,-12.798241,-17.896729,-8.646521,-1.088039
drift_subset,self,35,-12.275284,-18.795064,-9.412710,0.009082
drift_subset,self,36,-12.560373,-17.470234,-10.268393,0.443890
drift_subset,self,37,-14.255214,-22.896527,-8.199955,-0.676138
drift_subset,self,38,-14.073668,-24.250233,-6.856614,0.793224
drift_subset,self,39,-14.452381,-21.719550,-7.592765,0.065698
drift_subset,self,40,-12.082005,-21.574760,-6.153972,2.025480
drift_subset,self,41,-9.358628,-19.224718,-5.738055,2.230987
drift_subset,self,42,-11.267001,-21.415641,-4.004953,0.247663
drift_subset,self,43,-11.252715,-18.999310,-4.128561,1.720496
drift_subset,self,44,-12.168693,-17.075341,-3.103026,0.141603
drift_subset,self,45,-8.121470,-17.974862,-1.765539,1.729240
drift_subset,self,46,-8.519805,-16.238044,0.508138,1.130965
drift_subset,self,47,-8.736539,-13.241001,4.540173,2.417904
drift_subset,self,48,-6.485837,-10.271136,3.650410,2.083932
drift_subset,self,49,-1.023040,-13.837346,7.737471,2.298250
drift_subset,self,50,-1.253184,-11.352125,13.210645,1.607139
drift_subset,self,51,2.197545,-8.359921,14.846865,3.364609
drift_subset,self,52,4.980129,-6.944823,17.310697,2.548976
drift_subset,self,53,8.846940,-5.804586,18.497195,2.836384
drift_subset,self,54,10.640778,-5.543790,19.602093,2.162923
drift_subset,self,55,12.199851,-8.547900,22.274032,1.730111
drift_subset,self,56,13.874384,-6.493047,26.593346,2.127371
drift_subset,self,57,15.552297,-3.771035,28.310573,1.683059
drift_subset,self,58,16.463757,-3.529259,28.410537,0.495047
drift_subset,self,59,18.728578,-5.774883,30.724980,0.129237
drift_subset,self,60,20.086460,-5.836050,29.442075,-0.304840
drift_subset,self,61,19.959500,-5.370532,31.327644,0.808637
drift_subset,self,62,19.122189,-4.278671,33.208830,0.935925
drift_subset,self,63,18.607579,-0.658859,33.996839,-0.107673
drift_subset,self,64,19.503869,-5.047120,33.975124,-0.471710
drift_subset,self,65,15.498864,-7.398147,31.510916,0.201722
drift_subset,self,66,14.259484,-9.187997,32.105592,-0.453735
drift_subset,self,67,14.018224,-9.262050,32.111946,-0.102083
drift_subset,self,68,10.695172,-8.633640,32.689923,0.648852
drift_subset,self,69,9.631998,-10.021808,31.998195,-0.915874
drift_subset,self,70,8.444057,-10.663411,33.027635,-0.242999
drift_subset,self,71,8.397813,-11.516946,35.225582,0.725637
